loan_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_date,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_util,total_acc,total_pymnt
LC002983,10000,10000,60 months,15.64,241.27,C,C1,1 year,MORTGAGE,144781.32,2024-06-03,Fully Paid,moving,NJ,19.16,0,668,672,3,1,77.7,18,9760.16
LC002984,30000,16651.42,36 months,12.06,997.29,C,C5,1 year,MORTGAGE,93307.54,2024-08-11,Current,auto,FL,34.73,0,818,822,9,1,51.4,17,8757.54
LC002985,20000,10857.72,36 months,24.47,789.6,F,F5,8 years,RENT,29321.61,2022-10-08,Current,moving,AZ,34.6,0,616,620,21,0,69.2,34,5098.13
LC002986,40000,40000,60 months,20.31,1066.67,E,E2,< 1 year,RENT,121488.19,2023-05-15,Late (31-120 days),small_business,AZ,16.95,0,608,612,16,0,19.6,19,18818.72
LC002987,20000,20000,36 months,25.65,802.09,F,F3,6 years,MORTGAGE,99586.48,2018-08-20,Charged Off,moving,FL,23.11,3,751,755,24,0,59.4,26,4534.91
LC002988,20000,14449.19,36 months,19.31,736.26,D,D3,3 years,OWN,59354.43,2024-03-17,Current,education,NJ,23.86,0,846,850,8,0,96.1,14,915.03
LC002989,40000,40000,36 months,7.27,1240.03,A,A4,1 year,RENT,114229.63,2024-01-01,Fully Paid,education,TX,25.02,0,807,811,15,0,67.8,24,5069.05
LC002990,10000,10000,60 months,15.67,241.43,C,C4,6 years,MORTGAGE,36443.5,2023-02-11,Fully Paid,debt_consolidation,WA,31.41,2,634,638,19,0,33.5,24,6077.93
LC002991,25000,25000,36 months,20.13,930.75,E,E4,1 year,MORTGAGE,48530.16,2020-03-03,Charged Off,credit_card,AZ,29.99,0,622,626,22,0,26.7,36,2393.79
LC002992,40000,40000,60 months,6.51,782.83,A,A2,9 years,RENT,40768.98,2019-05-12,Fully Paid,home_improvement,WI,7.62,1,760,764,17,0,81.8,21,51141.14
LC002993,15000,11395.14,36 months,14.31,514.93,C,C2,6 years,RENT,89206.83,2020-06-01,Current,debt_consolidation,GA,30.37,0,671,675,2,1,76.9,4,5865.59
LC002994,20000,20000,36 months,9.99,645.25,B,B5,2 years,RENT,48454.6,2022-02-06,Fully Paid,education,MO,15.37,2,676,680,7,0,11.4,17,25790.28
LC002995,40000,40000,36 months,18.0,1446.1,D,D1,< 1 year,MORTGAGE,32454.94,2020-05-23,Late (31-120 days),small_business,NC,18.48,0,726,730,10,0,56.0,22,7446.68
LC002996,40000,40000,36 months,15.8,1402.33,C,C3,7 years,RENT,77881.28,2021-01-10,Fully Paid,moving,MA,6.27,0,698,702,4,0,4.4,9,50447.59
LC002997,10000,10000,60 months,6.93,197.68,A,A5,1 year,MORTGAGE,67885.28,2023-10-02,Fully Paid,education,MI,16.92,0,606,610,13,0,11.7,22,1800.88
LC002998,35000,33780.07,60 months,13.81,810.95,C,C1,< 1 year,MORTGAGE,173732.28,2018-05-01,Current,education,GA,19.79,0,796,800,21,0,49.0,23,8902.31
LC002999,25000,13402.13,36 months,5.16,751.07,A,A3,< 1 year,MORTGAGE,51408.17,2021-11-23,Current,medical,TX,15.0,3,839,843,12,0,75.5,27,2943.92
LC003000,10000,10000,36 months,6.01,304.26,A,A5,9 years,RENT,73876.85,2023-11-04,Fully Paid,small_business,MO,21.51,0,828,832,2,0,36.0,8,3021.08
LC003001,10000,10000,36 months,7.57,311.38,A,A2,10+ years,RENT,104562.33,2020-10-29,Fully Paid,small_business,WA,24.37,1,831,835,10,0,5.5,25,4029.81
LC003002,20000,16416.73,36 months,6.12,609.53,A,A2,3 years,RENT,74881.59,2019-10-07,Current,medical,TN,9.85,2,722,726,10,0,48.1,14,2160.0
LC003003,20000,20000,36 months,16.72,710.27,D,D2,3 years,MORTGAGE,67448.17,2023-12-02,Fully Paid,medical,NY,20.59,0,772,776,5,0,99.9,16,2607.89
LC003004,10000,10000,36 months,18.87,365.9,D,D5,7 years,MORTGAGE,140062.45,2019-11-30,Charged Off,auto,VA,39.89,0,653,657,11,0,14.2,14,2223.01
LC003005,25000,16396.01,36 months,7.16,773.76,A,A5,9 years,MORTGAGE,76832.5,2021-02-02,Current,credit_card,NC,5.93,0,670,674,21,0,53.3,23,2689.29
LC003006,20000,20000,36 months,10.21,647.32,B,B5,5 years,MORTGAGE,114156.74,2021-12-16,Fully Paid,moving,GA,11.59,3,698,702,8,0,21.3,23,4216.91
LC003007,35000,19019.92,60 months,25.51,1037.79,F,F2,10+ years,RENT,50784.48,2019-03-15,Current,moving,NY,29.31,2,773,777,16,0,3.5,31,6161.39
LC003008,30000,30000,36 months,21.35,1135.65,E,E2,10+ years,RENT,40952.59,2018-12-07,Fully Paid,auto,MA,16.73,1,736,740,5,0,73.0,13,7999.35
LC003009,15000,15000,36 months,23.4,583.78,E,E2,6 years,MORTGAGE,97943.5,2022-09-22,Fully Paid,moving,CA,32.11,0,600,604,14,0,87.0,27,16020.18
LC003010,40000,40000,36 months,13.25,1352.58,C,C5,4 years,OWN,54026.48,2018-12-20,Late (31-120 days),small_business,WI,38.14,0,666,670,21,0,78.1,23,13964.48
LC003011,20000,20000,36 months,9.01,636.09,B,B2,< 1 year,MORTGAGE,25906.24,2018-08-15,Charged Off,home_improvement,GA,11.66,0,778,782,21,0,39.6,25,10170.15
LC003012,35000,35000,60 months,19.65,920.48,D,D2,10+ years,OWN,42805.82,2018-10-30,Fully Paid,education,MI,7.48,0,630,634,23,0,88.3,26,38029.3
LC003013,35000,35000,60 months,23.11,988.88,E,E3,< 1 year,MORTGAGE,66548.11,2023-02-09,Fully Paid,small_business,PA,25.82,0,657,661,15,0,1.5,24,38240.86
LC003014,20000,11612.94,36 months,14.78,691.15,C,C5,4 years,OWN,32557.86,2019-02-18,Current,debt_consolidation,MI,21.08,2,640,644,2,0,51.7,9,6112.22
LC003015,5000,5000,36 months,19.06,183.43,D,D2,5 years,RENT,75571.47,2023-12-18,Fully Paid,small_business,FL,38.93,0,831,835,6,0,62.3,12,5042.31
LC003016,25000,13130.49,60 months,6.97,494.68,A,A4,< 1 year,RENT,93358.23,2022-07-19,Current,education,GA,14.85,0,659,663,24,0,85.5,38,7523.71
LC003017,25000,25000,60 months,8.99,518.84,B,B1,2 years,RENT,107517.02,2021-11-18,Fully Paid,education,IL,18.43,0,702,706,7,0,86.2,12,31778.03
LC003018,10000,10000,60 months,13.98,232.58,C,C3,6 years,MORTGAGE,125869.26,2018-10-29,Fully Paid,education,IN,32.77,0,726,730,25,0,99.1,25,3681.92
LC003019,30000,30000,36 months,6.68,921.93,A,A4,9 years,RENT,44037.44,2023-10-04,Fully Paid,vacation,FL,23.57,0,786,790,8,0,3.3,14,14566.66
LC003020,30000,30000,36 months,10.35,972.95,B,B5,10+ years,RENT,170334.49,2019-08-14,Fully Paid,home_improvement,CA,14.57,0,652,656,23,0,90.8,27,12888.44
LC003021,35000,35000,60 months,19.14,910.62,D,D2,< 1 year,RENT,101810.13,2019-05-24,Charged Off,auto,MI,20.82,1,586,590,25,0,63.7,36,11370.4
LC003022,20000,13455.53,36 months,10.94,654.21,B,B5,8 years,MORTGAGE,63845.14,2019-09-07,Current,education,MO,13.71,0,631,635,15,0,43.2,15,5084.69
LC003023,25000,25000,60 months,6.72,491.73,A,A4,10+ years,MORTGAGE,72743.77,2024-04-27,Fully Paid,education,VA,28.94,0,746,750,24,0,30.2,37,31586.28
LC003024,25000,25000,60 months,6.44,488.45,A,A2,< 1 year,OTHER,40489.17,2021-04-21,Fully Paid,moving,MO,14.72,0,673,677,12,0,46.7,19,3934.53
LC003025,15000,15000,60 months,8.4,307.03,A,A4,5 years,OWN,60824.65,2021-03-24,Fully Paid,credit_card,GA,23.28,0,700,704,17,0,87.6,18,4350.95
LC003026,40000,40000,36 months,13.82,1363.61,C,C1,< 1 year,MORTGAGE,82669.75,2020-04-02,Fully Paid,moving,MA,36.06,0,604,608,6,0,3.8,12,38669.55
LC003027,25000,25000,36 months,12.25,833.35,C,C2,8 years,RENT,89266.08,2024-04-01,Fully Paid,education,OH,16.86,2,753,757,2,0,16.1,5,13488.1
LC003028,35000,35000,60 months,9.45,734.21,B,B5,4 years,RENT,32005.47,2022-06-23,Fully Paid,small_business,WA,9.91,1,596,600,23,0,42.1,25,41893.15
LC003029,10000,9028.35,36 months,17.45,358.77,D,D4,3 years,MORTGAGE,109337.67,2021-01-15,Current,debt_consolidation,AZ,20.74,1,850,854,17,0,0.6,27,3388.31
LC003030,15000,15000,36 months,9.18,478.25,B,B2,< 1 year,RENT,62142.16,2020-04-26,Fully Paid,education,TX,15.4,0,679,683,22,0,39.2,22,12839.26
LC003031,35000,35000,36 months,7.9,1095.16,A,A2,3 years,MORTGAGE,46173.26,2022-11-03,Fully Paid,credit_card,NJ,8.17,0,806,810,15,0,1.4,27,34556.42
LC003032,25000,24305.15,60 months,13.07,569.72,C,C3,2 years,MORTGAGE,64721.57,2024-11-01,Current,small_business,AZ,7.36,0,779,783,4,0,79.0,18,4904.65
LC003033,5000,5000,36 months,9.31,159.72,B,B3,3 years,RENT,70992.47,2024-05-06,Fully Paid,auto,OH,5.46,1,625,629,24,0,7.8,37,2248.9
LC003034,20000,20000,60 months,16.76,494.47,D,D2,2 years,MORTGAGE,62317.1,2024-07-24,Default,education,FL,18.52,1,722,726,10,0,9.5,19,7626.2
LC003035,25000,25000,36 months,10.78,815.87,B,B1,7 years,RENT,33840.36,2022-10-02,Fully Paid,vacation,FL,22.04,0,709,713,20,0,88.4,20,28173.3
LC003036,15000,15000,36 months,11.83,497.0,B,B2,< 1 year,OTHER,85698.5,2024-10-29,Fully Paid,credit_card,TX,24.25,0,804,808,4,0,40.9,15,15454.79
LC003037,40000,40000,60 months,14.48,940.71,C,C2,4 years,RENT,149487.45,2018-04-28,Fully Paid,credit_card,WA,31.42,1,795,799,11,0,65.1,24,24948.17
LC003038,35000,27755.97,60 months,7.77,705.83,A,A4,6 years,MORTGAGE,36662.01,2020-01-04,Current,vacation,MI,22.57,0,595,599,7,0,80.4,15,8684.24
LC003039,25000,20130.36,36 months,23.6,975.58,E,E2,2 years,OWN,51990.72,2018-06-24,Current,small_business,MA,27.45,0,716,720,25,1,68.5,26,5394.18
LC003040,25000,25000,60 months,8.74,515.81,B,B1,1 year,MORTGAGE,45971.42,2021-05-19,Fully Paid,education,CA,38.48,0,666,670,14,0,21.0,21,24088.12
LC003041,20000,20000,36 months,6.9,616.63,A,A3,9 years,MORTGAGE,26418.09,2018-11-21,Fully Paid,medical,TN,9.69,2,691,695,5,0,18.5,12,18597.25
LC003042,20000,20000,60 months,12.31,448.03,C,C1,10+ years,RENT,34447.4,2021-06-23,Fully Paid,small_business,IN,37.65,0,588,592,14,0,23.0,24,3837.0
LC003043,40000,31699.12,60 months,7.44,800.38,A,A5,< 1 year,RENT,82746.98,2022-08-26,Current,small_business,MA,14.46,0,619,623,2,0,8.0,16,992.06
LC003044,35000,35000,36 months,18.55,1275.01,D,D5,6 years,RENT,66343.4,2019-04-17,Fully Paid,vacation,CA,26.93,1,680,684,6,0,27.1,8,26208.63
LC003045,10000,10000,36 months,7.85,312.67,A,A4,6 years,MORTGAGE,45830.28,2022-10-31,Fully Paid,credit_card,TX,17.84,0,596,600,16,0,93.4,16,5340.02
LC003046,35000,35000,36 months,8.74,1108.76,B,B3,8 years,OWN,81572.16,2020-05-10,Charged Off,education,FL,21.01,0,742,746,9,0,92.8,17,8550.37
LC003047,30000,16529.24,36 months,14.31,1029.85,C,C3,10+ years,MORTGAGE,69384.59,2022-08-18,Current,vacation,WI,13.45,0,592,596,11,0,14.5,19,8154.24
LC003048,5000,5000,36 months,16.37,176.7,D,D1,5 years,MORTGAGE,63368.72,2021-08-10,Fully Paid,moving,FL,25.07,0,610,614,17,0,69.8,29,3395.2
LC003049,35000,35000,36 months,15.25,1217.58,C,C2,9 years,RENT,33512.46,2023-05-10,Fully Paid,moving,PA,18.47,2,834,838,23,0,64.2,30,37038.27
LC003050,10000,10000,36 months,5.55,302.18,A,A2,1 year,RENT,38693.44,2021-01-24,Fully Paid,education,FL,17.59,0,603,607,2,1,10.8,7,2163.15
LC003051,5000,5000,36 months,8.13,156.98,A,A3,4 years,MORTGAGE,54415.33,2024-10-25,Fully Paid,education,GA,7.03,0,709,713,24,0,22.9,39,2433.34
LC003052,10000,10000,36 months,10.67,325.83,B,B3,1 year,RENT,118750.93,2021-11-10,Fully Paid,debt_consolidation,IN,33.95,0,604,608,2,0,39.1,16,9337.99
LC003053,20000,20000,36 months,16.86,711.66,D,D1,< 1 year,RENT,57850.56,2022-02-01,Charged Off,auto,NY,11.48,0,612,616,11,0,39.6,22,11203.78
LC003054,15000,15000,36 months,26.85,611.17,F,F4,9 years,RENT,43488.48,2024-12-13,Fully Paid,education,VA,7.48,2,847,851,21,0,37.3,25,16248.14
LC003055,30000,30000,36 months,14.21,1028.39,C,C3,2 years,RENT,57409.34,2022-01-17,Fully Paid,small_business,IN,37.74,2,849,853,11,0,44.4,16,12877.76
LC003056,25000,25000,36 months,16.78,888.58,D,D2,9 years,MORTGAGE,74571.43,2024-05-30,Fully Paid,medical,IL,38.96,0,740,744,3,0,88.5,10,4183.18
LC003057,40000,40000,36 months,23.3,1554.65,E,E3,2 years,RENT,29548.89,2019-02-01,Fully Paid,education,MA,27.19,0,629,633,20,0,14.0,31,46581.23
LC003058,20000,20000,60 months,15.18,477.69,C,C1,7 years,RENT,100052.76,2022-12-12,Charged Off,debt_consolidation,MA,27.53,0,811,815,16,0,47.2,28,10118.55
LC003059,5000,2982.22,36 months,6.42,153.06,A,A5,7 years,MORTGAGE,56109.56,2022-12-16,Current,auto,VA,13.85,0,781,785,11,0,24.8,22,156.19
LC003060,30000,30000,36 months,22.25,1149.6,E,E3,2 years,MORTGAGE,37495.78,2022-03-11,Late (31-120 days),home_improvement,OH,16.19,3,728,732,11,0,16.4,14,3947.2
LC003061,25000,25000,36 months,11.93,829.52,B,B2,1 year,MORTGAGE,66768.93,2023-04-10,Fully Paid,vacation,TX,23.11,0,729,733,14,0,97.4,15,17912.68
LC003062,40000,29868.03,60 months,15.71,966.57,C,C5,2 years,MORTGAGE,56063.2,2023-01-25,Current,home_improvement,VA,23.92,0,710,714,19,1,98.8,34,12585.6
LC003063,20000,20000,36 months,12.75,671.47,C,C2,1 year,MORTGAGE,120563.16,2023-09-06,Default,moving,MD,33.01,1,783,787,9,0,19.4,14,9595.8
LC003064,35000,35000,36 months,17.83,1262.35,D,D2,8 years,MORTGAGE,55549.86,2023-06-29,Fully Paid,medical,NY,20.39,0,800,804,21,0,17.3,33,10796.53
LC003065,40000,40000,36 months,12.86,1345.06,C,C3,6 years,MORTGAGE,64349.04,2021-12-22,Fully Paid,moving,CA,39.53,0,636,640,6,0,92.1,8,40220.57
LC003066,25000,24061.15,36 months,15.85,877.08,C,C1,5 years,RENT,97016.29,2023-08-11,Current,debt_consolidation,NJ,24.4,0,712,716,6,0,73.4,20,9388.5
LC003067,20000,20000,36 months,6.64,614.26,A,A4,9 years,MORTGAGE,61099.96,2023-07-11,Fully Paid,home_improvement,IL,14.32,0,837,841,16,1,69.0,20,14143.64
LC003068,40000,31754.22,60 months,11.61,881.91,B,B5,< 1 year,RENT,71090.43,2018-11-27,Current,small_business,WA,12.49,2,836,840,15,0,11.7,17,1261.72
LC003069,30000,26570.07,36 months,5.67,908.18,A,A2,6 years,MORTGAGE,58334.91,2022-09-23,Current,medical,PA,24.62,0,688,692,17,0,46.7,22,7056.36
LC003070,25000,25000,36 months,5.84,758.74,A,A3,4 years,MORTGAGE,51088.0,2022-06-30,Fully Paid,moving,IN,37.4,0,617,621,24,0,14.2,39,18152.07
LC003071,5000,5000,36 months,7.53,155.6,A,A3,8 years,MORTGAGE,30225.98,2022-08-10,Fully Paid,debt_consolidation,NY,35.13,0,653,657,21,0,98.1,32,585.03
LC003072,30000,30000,60 months,14.75,709.77,C,C1,2 years,RENT,144683.07,2021-08-13,Fully Paid,medical,OH,27.46,1,691,695,23,0,97.9,38,28919.11
LC003073,35000,31453.72,60 months,8.3,714.71,A,A2,< 1 year,MORTGAGE,58595.88,2024-09-03,Current,medical,VA,14.91,2,608,612,14,0,95.1,24,4032.04
LC003074,25000,16450.77,36 months,5.15,750.96,A,A1,1 year,MORTGAGE,33406.8,2021-03-21,Current,vacation,TN,20.76,0,736,740,5,0,61.0,9,8422.78
LC003075,20000,10792.39,36 months,29.19,840.18,F,F3,5 years,RENT,36663.37,2021-03-03,Current,education,VA,8.35,0,641,645,20,0,27.5,21,6469.7
LC003076,30000,23057.87,36 months,19.64,1109.41,D,D4,< 1 year,MORTGAGE,73923.07,2023-03-14,Current,home_improvement,MI,35.68,0,660,664,15,0,85.5,18,9751.45
LC003077,15000,15000,60 months,10.8,324.64,B,B5,8 years,OWN,51824.02,2023-05-16,Fully Paid,home_improvement,PA,37.05,0,619,623,20,0,53.8,31,10021.5
LC003078,25000,18336.11,36 months,14.64,862.23,C,C3,2 years,RENT,105192.59,2021-07-24,Current,credit_card,TN,26.1,0,710,714,3,0,40.7,10,6454.53
LC003079,10000,10000,60 months,20.6,268.29,E,E5,2 years,MORTGAGE,38660.58,2019-05-04,Fully Paid,education,AZ,25.4,2,751,755,9,0,13.5,18,12471.97
LC003080,5000,5000,60 months,7.95,101.26,A,A5,2 years,RENT,104257.41,2019-05-03,Fully Paid,debt_consolidation,NY,5.12,0,657,661,18,0,6.9,20,5189.97
LC003081,15000,11302.37,60 months,21.85,413.01,E,E3,6 years,MORTGAGE,34765.59,2019-07-13,Current,vacation,TN,20.61,0,626,630,22,0,31.1,33,3464.6
LC003082,30000,30000,60 months,19.33,783.67,D,D5,8 years,RENT,72842.13,2019-06-07,Fully Paid,home_improvement,MI,18.46,0,628,632,8,0,55.9,11,17616.78
LC003083,30000,30000,60 months,9.79,634.32,B,B4,8 years,MORTGAGE,60136.08,2023-06-27,Fully Paid,debt_consolidation,VA,17.02,1,808,812,12,1,85.6,23,28189.41
LC003084,10000,10000,36 months,10.97,327.25,B,B2,< 1 year,MORTGAGE,66697.31,2019-01-10,Fully Paid,home_improvement,NJ,29.96,0,790,794,7,0,72.3,20,11832.36
LC003085,15000,10215.83,36 months,5.43,452.47,A,A4,5 years,OWN,33906.62,2023-03-27,Current,credit_card,MA,5.31,2,794,798,21,0,3.6,36,5471.59
LC003086,35000,30212.62,36 months,9.58,1122.46,B,B2,9 years,RENT,65519.54,2024-12-12,Current,debt_consolidation,MD,39.97,0,612,616,25,0,51.0,36,16739.27
LC003087,5000,2563.02,36 months,6.25,152.68,A,A3,3 years,RENT,86185.28,2021-10-25,Current,debt_consolidation,GA,12.53,1,645,649,14,0,76.3,18,719.9
LC003088,40000,40000,36 months,6.47,1225.41,A,A2,2 years,MORTGAGE,41282.07,2024-12-25,Fully Paid,home_improvement,CA,19.7,0,808,812,25,1,9.0,26,47050.87
LC003089,30000,24400.46,36 months,13.41,1016.75,C,C4,10+ years,RENT,59592.99,2022-12-04,Current,home_improvement,TX,27.1,0,598,602,8,2,79.2,10,5017.77
LC003090,20000,20000,36 months,15.86,701.76,C,C1,9 years,RENT,44156.9,2020-05-02,Fully Paid,vacation,NJ,15.78,0,723,727,9,0,37.5,22,22625.21
LC003091,35000,35000,60 months,19.74,922.23,D,D2,5 years,MORTGAGE,61234.39,2019-07-15,Fully Paid,medical,FL,37.05,3,699,703,10,0,6.4,21,42902.25
LC003092,5000,5000,36 months,9.71,160.66,B,B3,3 years,OWN,43463.2,2023-02-12,Fully Paid,education,GA,30.35,0,797,801,13,0,38.5,18,721.47
LC003093,10000,9609.38,36 months,12.37,333.91,C,C2,9 years,RENT,89105.32,2019-10-05,Current,home_improvement,NJ,17.87,2,678,682,15,0,70.7,24,916.68
LC003094,40000,40000,36 months,8.64,1265.3,B,B5,4 years,RENT,105849.64,2024-01-26,Fully Paid,education,OH,26.59,0,769,773,13,0,79.7,26,8819.63
LC003095,40000,40000,36 months,9.56,1282.44,B,B4,3 years,MORTGAGE,99523.9,2022-08-22,Fully Paid,credit_card,NY,38.19,0,830,834,3,0,15.5,14,9255.25
LC003096,10000,10000,60 months,6.09,193.75,A,A5,2 years,RENT,40529.38,2020-01-20,Fully Paid,credit_card,MD,6.98,0,650,654,17,0,25.5,25,6992.45
LC003097,10000,10000,36 months,21.17,377.62,E,E2,1 year,MORTGAGE,49828.61,2021-08-16,Fully Paid,home_improvement,PA,10.73,1,829,833,18,2,63.7,27,11871.09
LC003098,5000,5000,36 months,11.08,163.88,B,B1,7 years,MORTGAGE,164691.43,2022-02-14,Charged Off,vacation,NC,36.79,0,796,800,19,0,47.0,21,2888.45
LC003099,20000,20000,60 months,10.75,432.36,B,B1,10+ years,MORTGAGE,34525.09,2020-06-26,Fully Paid,small_business,MI,28.48,0,645,649,7,0,58.3,12,17197.35
LC003100,20000,20000,36 months,9.57,641.31,B,B1,6 years,RENT,90932.68,2023-04-22,Fully Paid,medical,PA,14.8,0,744,748,7,0,84.8,13,20210.11
LC003101,30000,30000,36 months,5.43,904.93,A,A3,9 years,OTHER,63241.76,2021-12-25,Fully Paid,vacation,NJ,15.03,0,787,791,6,0,22.9,17,6534.59
LC003102,20000,12231.08,36 months,23.72,781.72,E,E5,1 year,MORTGAGE,115312.67,2020-05-16,Current,home_improvement,FL,28.94,0,709,713,10,0,78.5,20,401.14
LC003103,35000,29089.44,60 months,12.4,785.65,C,C2,10+ years,RENT,38534.8,2020-04-27,Current,home_improvement,CA,31.64,0,811,815,15,1,75.9,29,9029.02
LC003104,10000,7045.48,36 months,16.01,351.62,D,D2,6 years,RENT,27623.42,2021-01-27,Current,vacation,TX,20.56,1,825,829,4,0,52.2,5,1398.18
LC003105,20000,20000,36 months,29.71,845.86,F,F1,9 years,OWN,48969.07,2024-06-05,Charged Off,medical,AZ,10.11,2,703,707,9,1,38.5,22,10858.95
LC003106,30000,17796.15,60 months,5.18,568.61,A,A3,5 years,MORTGAGE,40677.59,2023-05-24,Current,small_business,AZ,10.26,0,817,821,21,0,64.3,22,9845.98
LC003107,40000,40000,60 months,8.44,819.51,A,A5,2 years,RENT,74781.07,2018-07-07,Fully Paid,vacation,IN,16.9,0,597,601,17,0,3.7,26,26990.9
LC003108,10000,10000,60 months,17.98,253.83,D,D5,< 1 year,MORTGAGE,40083.92,2020-08-11,Charged Off,moving,WA,22.68,2,838,842,23,0,5.3,34,4054.84
LC003109,40000,29662.62,36 months,23.29,1554.44,E,E2,5 years,RENT,45682.34,2022-07-14,Current,debt_consolidation,NY,6.37,1,789,793,16,0,57.4,24,2592.03
LC003110,5000,5000,36 months,6.52,153.29,A,A5,9 years,MORTGAGE,95526.5,2023-07-01,Fully Paid,medical,NJ,26.86,0,698,702,14,0,53.8,29,2153.54
LC003111,5000,5000,60 months,14.17,116.78,C,C2,1 year,MORTGAGE,39037.63,2022-12-03,Charged Off,medical,MI,37.25,0,848,852,24,0,19.3,24,1427.44
LC003112,10000,10000,60 months,10.69,215.88,B,B3,7 years,OWN,86957.19,2018-07-28,Fully Paid,moving,OH,37.99,2,744,748,6,0,2.8,12,11429.5
LC003113,5000,5000,60 months,8.34,102.2,A,A2,8 years,OWN,56798.38,2020-05-02,Fully Paid,small_business,IN,13.75,0,638,642,22,1,77.2,34,4907.9
LC003114,5000,4219.13,60 months,9.52,105.06,B,B3,< 1 year,MORTGAGE,31608.45,2022-12-03,Current,credit_card,CA,23.58,0,700,704,9,0,68.5,12,743.08
LC003115,5000,5000,36 months,28.05,206.95,F,F1,7 years,MORTGAGE,63597.08,2019-11-01,Charged Off,moving,OH,26.87,1,756,760,4,0,58.5,12,758.68
LC003116,35000,35000,60 months,17.19,873.42,D,D5,5 years,OWN,126805.97,2024-12-13,Fully Paid,education,NJ,7.13,0,813,817,19,0,45.1,27,43595.18
LC003117,10000,9208.26,36 months,21.64,380.04,E,E5,8 years,OWN,60459.6,2022-09-01,Current,auto,GA,6.2,2,631,635,11,0,93.4,22,3723.58
LC003118,25000,25000,60 months,7.25,497.98,A,A4,9 years,RENT,45943.25,2018-08-03,Fully Paid,credit_card,VA,30.87,0,710,714,5,2,97.3,11,3536.97
LC003119,5000,5000,60 months,8.35,102.22,A,A3,8 years,RENT,67354.25,2022-08-30,Fully Paid,debt_consolidation,OH,27.63,0,597,601,19,0,82.6,23,5634.89
LC003120,25000,25000,36 months,11.23,821.19,B,B4,3 years,OTHER,79905.05,2019-11-11,Fully Paid,home_improvement,AZ,10.13,1,760,764,22,0,53.5,25,4045.13
LC003121,30000,30000,60 months,17.61,755.45,D,D5,< 1 year,MORTGAGE,19939.13,2020-05-09,Default,vacation,CA,7.79,2,624,628,11,0,72.6,22,2889.63
LC003122,10000,7496.8,60 months,16.67,246.75,D,D1,10+ years,MORTGAGE,56624.58,2019-08-21,Current,auto,NY,22.95,0,707,711,9,0,37.3,13,493.89
LC003123,35000,35000,60 months,9.69,738.32,B,B1,< 1 year,RENT,57901.25,2018-08-14,Charged Off,home_improvement,MI,21.72,0,657,661,4,0,40.8,14,7922.28
LC003124,25000,25000,60 months,6.13,484.83,A,A3,4 years,OTHER,84796.68,2020-11-04,Fully Paid,education,FL,11.52,0,592,596,23,0,69.2,31,26928.7
LC003125,20000,14962.5,36 months,11.31,657.71,B,B4,1 year,MORTGAGE,113011.56,2020-04-14,Current,small_business,VA,12.81,0,704,708,24,0,83.9,35,1093.18
LC003126,15000,15000,36 months,16.48,530.92,D,D3,6 years,MORTGAGE,60083.07,2023-08-31,Charged Off,auto,CA,31.6,0,759,763,6,0,24.9,6,825.4
LC003127,15000,11037.18,36 months,15.55,524.03,C,C1,6 years,MORTGAGE,82060.69,2018-07-18,Current,small_business,MD,9.57,0,642,646,3,0,0.5,6,6227.21
LC003128,20000,20000,60 months,21.14,542.64,E,E5,5 years,RENT,56768.52,2022-02-09,Charged Off,medical,MD,8.67,0,699,703,25,0,83.8,32,5277.93
LC003129,30000,30000,36 months,26.01,1208.88,F,F4,1 year,OWN,31538.84,2024-08-02,Charged Off,home_improvement,MO,25.13,0,772,776,10,0,26.2,22,5855.21
LC003130,20000,20000,36 months,14.81,691.45,C,C5,5 years,RENT,50768.63,2021-03-04,Fully Paid,medical,CA,10.58,0,683,687,10,0,43.0,10,5487.21
LC003131,40000,35103.3,36 months,12.95,1346.79,C,C2,1 year,RENT,62059.55,2023-05-02,Current,auto,WI,26.89,0,725,729,17,0,34.1,29,11983.49
LC003132,30000,28182.01,36 months,18.58,1093.32,D,D5,8 years,MORTGAGE,28541.24,2023-01-09,Current,medical,WA,6.3,0,703,707,11,0,91.0,22,7361.53
LC003133,10000,10000,60 months,15.94,242.86,C,C5,< 1 year,OWN,100192.38,2022-03-13,Fully Paid,small_business,TX,30.53,0,657,661,23,0,49.3,34,9643.55
LC003134,5000,4949.66,36 months,18.22,181.31,D,D4,10+ years,RENT,210330.67,2023-01-25,Current,small_business,MD,12.72,0,705,709,19,0,46.8,32,2166.61
LC003135,40000,40000,60 months,22.9,1125.32,E,E3,9 years,OWN,67282.33,2023-07-28,Fully Paid,medical,MA,11.77,0,777,781,14,1,40.9,18,31911.19
LC003136,40000,40000,36 months,16.26,1411.42,D,D4,8 years,OWN,57542.54,2022-12-25,Late (31-120 days),moving,AZ,25.68,0,762,766,6,0,80.7,16,2943.68
LC003137,30000,30000,36 months,7.4,931.81,A,A1,5 years,MORTGAGE,32230.66,2023-12-15,Fully Paid,moving,CA,13.53,0,709,713,2,0,19.9,8,24815.83
LC003138,25000,25000,36 months,9.09,796.04,B,B3,1 year,MORTGAGE,103522.44,2018-09-14,Fully Paid,auto,TN,13.77,0,646,650,9,0,1.3,24,23179.84
